Driver,Team,Avg_Lap_Time,Max_Speed,Pit_Stops,Stint_Count,Avg_Tyre_Life,Constructor,Grid,Finish_Position,Status,Points,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Season,Race,DNF,Top10,Grid_Finish_Delta
MAG,Haas F1 Team,0 days 00:01:20.123461538,267.0,1.0,2.0,27.116883116883116,Haas F1 Team,19.0,13.0,Finished,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,0,6.0
OCO,Force India,0 days 00:01:19.467615384,269.0,1.0,2.0,24.714285714285715,Force India,6.0,6.0,Finished,8.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,0.0
PER,Force India,0 days 00:01:20.067538461,273.0,1.0,2.0,24.974025974025974,Force India,9.0,12.0,Finished,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,0,-3.0
RAI,Ferrari,0 days 00:01:19.396589743,268.0,1.0,2.0,26.948051948051948,Ferrari,4.0,4.0,Finished,12.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,0.0
RIC,Red Bull Racing,0 days 00:01:19.164192307,257.0,1.0,2.0,27.05263157894737,Red Bull Racing,1.0,1.0,Finished,25.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,0.0
SAI,Renault,0 days 00:01:20.048974358,262.0,1.0,2.0,27.506493506493506,Renault,8.0,10.0,Finished,1.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,-2.0
SIR,Williams,0 days 00:01:20.862701298,267.0,3.0,4.0,14.236842105263158,Williams,13.0,16.0,+1 Lap,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,1,0,-3.0
STR,Williams,0 days 00:01:21.677868421,266.0,3.0,4.0,11.52,Williams,17.0,17.0,+2 Laps,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,1,0,0.0
VAN,McLaren,0 days 00:01:20.195311688,271.0,2.0,3.0,20.82894736842105,McLaren,12.0,14.0,+1 Lap,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,1,0,-2.0
VER,Red Bull Racing,0 days 00:01:19.488769230,274.0,1.0,2.0,20.48051948051948,Red Bull Racing,20.0,9.0,Finished,2.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,11.0
VET,Ferrari,0 days 00:01:19.258243589,272.0,1.0,2.0,27.506493506493506,Ferrari,2.0,2.0,Finished,18.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,0.0
ALO,McLaren,0 days 00:01:22.119675,298.0,1.0,2.0,10.41025641025641,McLaren,14.0,18.0,Exhaust,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,-4.0
BOT,Mercedes,0 days 00:01:18.115785714,298.0,1.0,2.0,19.27536231884058,Mercedes,2.0,2.0,Finished,18.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,0,1,0.0
ERI,Sauber,0 days 00:01:20.506705882,295.0,1.0,1.0,34.0,Sauber,19.0,15.0,+2 Laps,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,4.0
GAS,Toro Rosso,0 days 00:01:19.818086956,293.0,1.0,2.0,19.61764705882353,Toro Rosso,16.0,11.0,+1 Lap,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,5.0
GRO,Haas F1 Team,0 days 00:01:19.823608695,297.0,1.0,2.0,19.985294117647058,Haas F1 Team,20.0,12.0,+1 Lap,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,8.0
HAM,Mercedes,0 days 00:01:18.339842857,300.0,1.0,2.0,23.91304347826087,Mercedes,4.0,5.0,Finished,10.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,0,1,-1.0
HAR,,,,,,,Toro Rosso,12.0,19.0,Collision,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,-7.0
HUL,Renault,0 days 00:01:19.523985507,296.0,1.0,2.0,25.147058823529413,Renault,7.0,7.0,+1 Lap,6.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,1,0.0
LEC,Sauber,0 days 00:01:19.743927536,296.0,1.0,2.0,21.264705882352942,Sauber,13.0,10.0,+1 Lap,1.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,1,3.0
MAG,Haas F1 Team,0 days 00:01:19.875550724,290.0,1.0,2.0,19.985294117647058,Haas F1 Team,11.0,13.0,+1 Lap,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,-2.0
OCO,Force India,0 days 00:01:19.600956521,299.0,1.0,2.0,26.41176470588235,Force India,8.0,9.0,+1 Lap,2.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,1,-1.0
PER,Force India,0 days 00:01:19.847188405,299.0,2.0,3.0,14.926470588235293,Force India,10.0,14.0,+1 Lap,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,-4.0
RAI,Ferrari,0 days 00:01:18.424500,295.0,1.0,2.0,19.27536231884058,Ferrari,5.0,6.0,Finished,8.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,0,1,-1.0
RIC,Red Bull Racing,0 days 00:01:18.284900,296.0,1.0,2.0,23.405797101449274,Red Bull Racing,6.0,4.0,Finished,12.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,0,1,2.0
SAI,Renault,0 days 00:01:19.579144927,299.0,1.0,2.0,24.558823529411764,Renault,9.0,8.0,+1 Lap,4.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,1,1.0
SIR,Williams,0 days 00:01:20.863250,288.0,1.0,2.0,18.328358208955223,Williams,18.0,17.0,+2 Laps,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,1.0
STR,,,,,,,Williams,17.0,20.0,Collision,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,-3.0
VAN,McLaren,0 days 00:01:20.531941176,295.0,2.0,2.0,19.970149253731343,McLaren,15.0,16.0,+2 Laps,0.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,1,0,-1.0
VER,Red Bull Racing,0 days 00:01:18.117457142,296.0,1.0,2.0,23.91304347826087,Red Bull Racing,3.0,3.0,Finished,15.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,0,1,0.0
VET,Ferrari,0 days 00:01:18.033257142,294.0,1.0,2.0,19.058823529411764,Ferrari,1.0,1.0,Finished,25.0,20.52358490566038,36.94905660377359,27.82547169811321,0.0,2.471698113207547,2018,Canadian Grand Prix,0,1,0.0
ALO,McLaren,0 days 00:01:44.312020408,307.0,2.0,2.0,21.708333333333332,McLaren,16.0,16.0,Wheel,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,0.0
BOT,Mercedes,0 days 00:01:42.665115384,312.0,2.0,2.0,16.529411764705884,Mercedes,2.0,7.0,Finished,6.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,-5.0
ERI,Sauber,0 days 00:01:43.867509803,308.0,1.0,2.0,14.94,Sauber,15.0,13.0,+1 Lap,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,2.0
GAS,,,,,,,Toro Rosso,14.0,20.0,Collision,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,-6.0
GRO,Haas F1 Team,0 days 00:01:43.186000,302.0,1.0,2.0,16.54,Haas F1 Team,10.0,11.0,+1 Lap,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,-1.0
HAM,Mercedes,0 days 00:01:41.007615384,292.0,1.0,2.0,15.666666666666666,Mercedes,1.0,1.0,Finished,25.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,0.0
HAR,Toro Rosso,0 days 00:01:43.164340,307.0,1.0,2.0,16.408163265306122,Toro Rosso,20.0,14.0,+1 Lap,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,6.0
HUL,Renault,0 days 00:01:42.750788461,303.0,1.0,2.0,16.647058823529413,Renault,12.0,9.0,Finished,2.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,3.0
LEC,Sauber,0 days 00:01:42.821038461,307.0,1.0,2.0,15.764705882352942,Sauber,8.0,10.0,Finished,1.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,-2.0
MAG,Haas F1 Team,0 days 00:01:42.547250,302.0,1.0,2.0,15.294117647058824,Haas F1 Team,9.0,6.0,Finished,8.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,3.0
OCO,,,,,,,Force India,11.0,19.0,Collision,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,-8.0
PER,Force India,0 days 00:01:46.242538461,297.0,0.0,1.0,14.0,Force India,13.0,18.0,Engine,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,-5.0
RAI,Ferrari,0 days 00:01:41.497307692,308.0,1.0,2.0,16.58823529411765,Ferrari,6.0,3.0,Finished,15.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,3.0
RIC,Red Bull Racing,0 days 00:01:41.687365384,301.0,1.0,2.0,16.313725490196077,Red Bull Racing,5.0,4.0,Finished,12.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,1.0
SAI,Renault,0 days 00:01:42.694500,302.0,1.0,2.0,15.176470588235293,Renault,7.0,8.0,Finished,4.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,-1.0
SIR,Williams,0 days 00:01:44.309784313,306.0,1.0,1.0,26.46,Williams,18.0,15.0,+1 Lap,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,3.0
STR,Williams,0 days 00:01:43.774978723,306.0,1.0,1.0,24.456521739130434,Williams,19.0,17.0,Puncture,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,2.0
VAN,McLaren,0 days 00:01:42.728900,303.0,1.0,2.0,17.428571428571427,McLaren,17.0,12.0,+1 Lap,0.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,1,0,5.0
VER,Red Bull Racing,0 days 00:01:41.148173076,298.0,1.0,2.0,15.176470588235293,Red Bull Racing,4.0,2.0,Finished,18.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,2.0
VET,Ferrari,0 days 00:01:42.315423076,307.0,2.0,2.0,17.784313725490197,Ferrari,3.0,5.0,Finished,10.0,24.546078431372553,42.03333333333334,49.049019607843135,0.00980392156862745,1.8156862745098041,2018,French Grand Prix,0,1,-2.0
ALO,McLaren,0 days 00:01:10.945185714,283.0,1.0,2.0,23.840579710144926,McLaren,13.0,8.0,+1 Lap,4.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,1,5.0
BOT,Mercedes,0 days 00:01:09.786000,282.0,0.0,1.0,9.5,Mercedes,1.0,19.0,Hydraulics,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,-18.0
ERI,Sauber,0 days 00:01:11.014471428,287.0,1.0,2.0,19.057971014492754,Sauber,20.0,10.0,+1 Lap,1.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,1,10.0
GAS,Toro Rosso,0 days 00:01:11.104571428,280.0,1.0,2.0,23.840579710144926,Toro Rosso,12.0,11.0,+1 Lap,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,1.0
GRO,Haas F1 Team,0 days 00:01:10.534942857,280.0,1.0,2.0,24.44927536231884,Haas F1 Team,5.0,4.0,+1 Lap,12.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,1,1.0
HAM,Mercedes,0 days 00:01:09.929870967,291.0,2.0,3.0,12.966666666666667,Mercedes,2.0,16.0,Fuel pressure,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,-14.0
HAR,Toro Rosso,0 days 00:01:11.728611111,282.0,0.0,1.0,27.0,Toro Rosso,19.0,17.0,Hydraulics,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,2.0
HUL,Renault,0 days 00:01:11.812181818,280.0,0.0,1.0,8.5,Renault,10.0,20.0,Engine,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,-10.0
LEC,Sauber,0 days 00:01:11.006700,285.0,1.0,2.0,23.840579710144926,Sauber,18.0,9.0,+1 Lap,2.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,1,9.0
MAG,Haas F1 Team,0 days 00:01:10.557500,284.0,1.0,2.0,19.73913043478261,Haas F1 Team,8.0,5.0,+1 Lap,10.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,1,3.0
OCO,Force India,0 days 00:01:10.713500,285.0,1.0,2.0,23.840579710144926,Force India,11.0,6.0,+1 Lap,8.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,1,5.0
PER,Force India,0 days 00:01:10.734900,286.0,1.0,2.0,18.797101449275363,Force India,16.0,7.0,+1 Lap,6.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,1,9.0
RAI,Ferrari,0 days 00:01:09.260957746,288.0,1.0,2.0,24.9,Ferrari,3.0,2.0,Finished,18.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,0,1,1.0
RIC,Red Bull Racing,0 days 00:01:10.269132075,283.0,2.0,3.0,11.884615384615385,Red Bull Racing,7.0,18.0,Exhaust,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,-11.0
SAI,Renault,0 days 00:01:11.176300,285.0,2.0,3.0,14.53623188405797,Renault,9.0,12.0,+1 Lap,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,-3.0
SIR,Williams,0 days 00:01:11.768971014,283.0,2.0,3.0,14.514705882352942,Williams,17.0,13.0,+2 Laps,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,4.0
STR,Williams,0 days 00:01:11.650579710,287.0,2.0,3.0,20.441176470588236,Williams,14.0,14.0,+2 Laps,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,0.0
VAN,McLaren,0 days 00:01:12.752138461,285.0,3.0,2.0,17.265625,McLaren,15.0,15.0,Collision damage,0.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,1,0,0.0
VER,Red Bull Racing,0 days 00:01:09.239774647,282.0,1.0,2.0,24.9,Red Bull Racing,4.0,1.0,Finished,25.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,0,1,3.0
VET,Ferrari,0 days 00:01:09.284577464,288.0,1.0,2.0,24.9,Ferrari,6.0,3.0,Finished,15.0,23.176086956521743,45.87934782608695,37.141304347826086,0.0,2.4847826086956526,2018,Austrian Grand Prix,0,1,3.0
ALO,McLaren,0 days 00:01:41.555750,248.0,2.0,3.0,10.156862745098039,McLaren,13.0,8.0,Finished,4.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,5.0
BOT,Mercedes,0 days 00:01:40.167862745,253.0,1.0,2.0,15.04,Mercedes,4.0,4.0,Finished,12.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,0.0
ERI,Sauber,0 days 00:01:36.574193548,248.0,1.0,2.0,10.133333333333333,Sauber,15.0,18.0,Accident,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,1,0,-3.0
GAS,Toro Rosso,0 days 00:01:41.613711538,247.0,2.0,3.0,10.549019607843137,Toro Rosso,14.0,13.0,Finished,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,0,1.0
GRO,Haas F1 Team,0 days 00:01:40.463783783,246.0,1.0,2.0,12.944444444444445,Haas F1 Team,8.0,16.0,Collision,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,1,0,-8.0
HAM,Mercedes,0 days 00:01:41.000923076,253.0,1.0,2.0,15.176470588235293,Mercedes,1.0,2.0,Finished,18.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,-1.0
HAR,Toro Rosso,0 days 00:02:54.472000,,1.0,0.0,,Toro Rosso,0.0,20.0,Power Unit,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,1,0,-20.0
HUL,Renault,0 days 00:01:41.500076923,248.0,1.0,2.0,14.07843137254902,Renault,11.0,6.0,Finished,8.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,5.0
LEC,Sauber,0 days 00:01:35.937500,246.0,1.0,1.0,14.0,Sauber,9.0,19.0,Tyre,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,1,0,-10.0
MAG,Haas F1 Team,0 days 00:01:41.595615384,250.0,1.0,2.0,14.705882352941176,Haas F1 Team,7.0,9.0,Finished,2.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,-2.0
OCO,Force India,0 days 00:01:41.532961538,250.0,1.0,2.0,15.411764705882353,Force India,10.0,7.0,Finished,6.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,3.0
PER,Force India,0 days 00:01:41.624846153,252.0,2.0,3.0,10.549019607843137,Force India,12.0,10.0,Finished,1.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,2.0
RAI,Ferrari,0 days 00:01:41.027615384,257.0,2.0,3.0,10.07843137254902,Ferrari,3.0,3.0,Finished,15.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,0.0
RIC,Red Bull Racing,0 days 00:01:41.140076923,251.0,2.0,3.0,10.490196078431373,Red Bull Racing,6.0,5.0,Finished,10.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,1.0
SAI,Renault,0 days 00:01:40.469000,247.0,2.0,3.0,7.527777777777778,Renault,16.0,17.0,Collision,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,1,0,-1.0
SIR,Williams,0 days 00:01:41.882634615,250.0,1.0,2.0,13.843137254901961,Williams,18.0,14.0,Finished,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,0,4.0
STR,Williams,0 days 00:01:41.690192307,251.0,1.0,2.0,13.490196078431373,Williams,19.0,12.0,Finished,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,0,7.0
VAN,McLaren,0 days 00:01:41.645346153,325.0,2.0,3.0,9.372549019607844,McLaren,17.0,11.0,Finished,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,0,6.0
VER,Red Bull Racing,0 days 00:01:42.623456521,252.0,2.0,3.0,9.133333333333333,Red Bull Racing,5.0,15.0,Brakes,0.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,1,0,-10.0
VET,Ferrari,0 days 00:01:37.849775510,256.0,2.0,3.0,10.574468085106384,Ferrari,2.0,1.0,Finished,25.0,27.43163265306122,52.16938775510204,38.73979591836735,0.0,1.4612244897959183,2018,British Grand Prix,0,1,1.0
ALO,McLaren,0 days 00:01:24.813784615,273.0,4.0,4.0,12.15625,McLaren,11.0,16.0,Retired,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,1,0,-5.0
BOT,Mercedes,0 days 00:01:22.901194029,274.0,2.0,3.0,13.318181818181818,Mercedes,2.0,2.0,Finished,18.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,0.0
ERI,Sauber,0 days 00:01:23.316522388,274.0,1.0,2.0,17.242424242424242,Sauber,13.0,9.0,Finished,2.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,4.0
GAS,Toro Rosso,0 days 00:01:24.674090909,267.0,2.0,3.0,17.215384615384615,Toro Rosso,16.0,14.0,+1 Lap,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,1,0,2.0
GRO,Haas F1 Team,0 days 00:01:23.264417910,274.0,3.0,4.0,13.136363636363637,Haas F1 Team,6.0,6.0,Finished,8.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,0.0
HAM,Mercedes,0 days 00:01:22.833507462,275.0,1.0,2.0,17.96969696969697,Mercedes,14.0,1.0,Finished,25.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,13.0
HAR,Toro Rosso,0 days 00:01:23.343910447,272.0,2.0,3.0,12.090909090909092,Toro Rosso,17.0,10.0,Finished,1.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,7.0
HUL,Renault,0 days 00:01:23.230656716,269.0,3.0,4.0,13.469696969696969,Renault,7.0,5.0,Finished,10.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,2.0
LEC,Sauber,0 days 00:01:24.701242424,269.0,3.0,4.0,13.523076923076923,Sauber,9.0,15.0,+1 Lap,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,1,0,-6.0
MAG,Haas F1 Team,0 days 00:01:23.354686567,272.0,3.0,4.0,13.242424242424242,Haas F1 Team,5.0,11.0,Finished,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,0,-6.0
OCO,Force India,0 days 00:01:23.307388059,272.0,1.0,2.0,18.227272727272727,Force India,15.0,8.0,Finished,4.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,7.0
PER,Force India,0 days 00:01:23.289567164,270.0,1.0,2.0,20.136363636363637,Force India,10.0,7.0,Finished,6.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,3.0
RAI,Ferrari,0 days 00:01:22.933985074,278.0,2.0,3.0,15.378787878787879,Ferrari,3.0,3.0,Finished,15.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,0.0
RIC,Red Bull Racing,0 days 00:01:20.254037037,268.0,0.0,1.0,13.5,Red Bull Racing,20.0,20.0,Engine,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,1,0,0.0
SAI,Renault,0 days 00:01:23.327074626,277.0,3.0,4.0,12.606060606060606,Renault,8.0,12.0,Finished,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,0,-4.0
SIR,Williams,0 days 00:01:22.339215686,269.0,2.0,2.0,13.08,Williams,12.0,19.0,Engine,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,1,0,-7.0
STR,Williams,0 days 00:01:24.084433962,268.0,3.0,3.0,12.173076923076923,Williams,18.0,17.0,Engine,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,1,0,1.0
VAN,McLaren,0 days 00:01:23.529283582,269.0,2.0,3.0,12.151515151515152,McLaren,19.0,13.0,Finished,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,0,6.0
VER,Red Bull Racing,0 days 00:01:22.947746268,272.0,3.0,4.0,12.984848484848484,Red Bull Racing,4.0,4.0,Finished,12.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,0,1,0.0
VET,Ferrari,0 days 00:01:19.092000,271.0,1.0,2.0,14.204081632653061,Ferrari,1.0,18.0,Accident,0.0,26.40192307692308,40.66826923076923,54.80769230769231,0.25961538461538464,2.0086538461538463,2018,German Grand Prix,1,0,-17.0
