Driver,Team,Avg_Lap_Time,Max_Speed,Pit_Stops,Stint_Count,Avg_Tyre_Life,Constructor,Grid,Finish_Position,Status,Points,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Season,Race,DNF,Top10,Grid_Finish_Delta
GAS,Red Bull Racing,0 days 00:01:37.835038461,302.0,1.0,2.0,16.03846153846154,Red Bull Racing,9.0,10.0,+1 Lap,1.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,1,-1.0
GIO,Alfa Romeo Racing,0 days 00:01:38.590788461,301.0,2.0,3.0,11.5,Alfa Romeo Racing,10.0,16.0,+1 Lap,0.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,0,-6.0
GRO,Haas F1 Team,0 days 00:01:38.745613636,301.0,1.0,2.0,13.340909090909092,Haas F1 Team,16.0,20.0,Retired,0.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,0,-4.0
HAM,Mercedes,0 days 00:01:35.682981132,300.0,1.0,2.0,15.679245283018869,Mercedes,1.0,1.0,Finished,25.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,0,1,0.0
HUL,Renault,0 days 00:01:37.699057692,305.0,1.0,2.0,16.115384615384617,Renault,13.0,8.0,+1 Lap,4.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,1,5.0
KUB,Williams,0 days 00:01:40.090431372,303.0,1.0,2.0,13.294117647058824,Williams,18.0,18.0,+2 Laps,0.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,0,0.0
KVY,Toro Rosso,0 days 00:01:38.213673076,306.0,1.0,2.0,14.192307692307692,Toro Rosso,19.0,14.0,+1 Lap,0.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,0,5.0
LEC,Ferrari,0 days 00:01:36.041188679,308.0,1.0,2.0,15.50943396226415,Ferrari,3.0,3.0,Finished,15.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,0,1,0.0
MAG,Haas F1 Team,0 days 00:01:38.688307692,300.0,1.0,2.0,15.423076923076923,Haas F1 Team,15.0,17.0,+1 Lap,0.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,0,-2.0
NOR,McLaren,0 days 00:01:37.734461538,302.0,1.0,2.0,16.46153846153846,McLaren,5.0,9.0,+1 Lap,2.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,1,-4.0
PER,Racing Point,0 days 00:01:37.932961538,304.0,1.0,2.0,14.73076923076923,Racing Point,14.0,12.0,+1 Lap,0.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,0,2.0
RAI,Alfa Romeo Racing,0 days 00:01:37.688288461,305.0,1.0,2.0,14.384615384615385,Alfa Romeo Racing,12.0,7.0,+1 Lap,6.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,1,5.0
RIC,Renault,0 days 00:01:37.670519230,301.0,1.0,2.0,16.653846153846153,Renault,8.0,11.0,+1 Lap,0.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,0,-3.0
RUS,Williams,0 days 00:01:40.268313725,302.0,2.0,3.0,10.431372549019608,Williams,20.0,19.0,+2 Laps,0.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,0,1.0
SAI,McLaren,0 days 00:01:37.484150943,289.0,1.0,2.0,16.60377358490566,McLaren,6.0,6.0,Finished,8.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,0,1,0.0
STR,Racing Point,0 days 00:01:37.978538461,308.0,1.0,2.0,16.75,Racing Point,17.0,13.0,+1 Lap,0.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,1,0,4.0
VER,Red Bull Racing,0 days 00:01:36.341566037,301.0,1.0,2.0,16.433962264150942,Red Bull Racing,4.0,4.0,Finished,12.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,0,1,0.0
VET,Ferrari,0 days 00:01:36.867811320,305.0,2.0,3.0,14.226415094339623,Ferrari,7.0,5.0,Finished,11.0,26.89421487603306,54.525619834710746,39.09090909090909,0.0,1.6785123966942148,2019,French Grand Prix,0,1,2.0
ALB,Toro Rosso,0 days 00:01:10.831642857,283.0,1.0,2.0,18.0,Toro Rosso,18.0,15.0,+1 Lap,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,3.0
BOT,Mercedes,0 days 00:01:09.588478873,285.0,1.0,2.0,22.098591549295776,Mercedes,3.0,3.0,Finished,15.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,0,1,0.0
GAS,Red Bull Racing,0 days 00:01:10.414771428,285.0,1.0,2.0,20.5,Red Bull Racing,8.0,7.0,+1 Lap,6.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,1,1.0
GIO,Alfa Romeo Racing,0 days 00:01:10.613928571,284.0,1.0,2.0,20.757142857142856,Alfa Romeo Racing,7.0,10.0,+1 Lap,1.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,1,-3.0
GRO,Haas F1 Team,0 days 00:01:10.945114285,275.0,1.0,2.0,18.014285714285716,Haas F1 Team,11.0,16.0,+1 Lap,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,-5.0
HAM,Mercedes,0 days 00:01:09.642633802,282.0,1.0,2.0,20.366197183098592,Mercedes,4.0,5.0,Finished,10.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,0,1,-1.0
HUL,Renault,0 days 00:01:10.694471428,281.0,1.0,2.0,19.15714285714286,Renault,15.0,13.0,+1 Lap,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,2.0
KUB,Williams,0 days 00:01:12.564147058,281.0,1.0,2.0,20.808823529411764,Williams,17.0,20.0,+3 Laps,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,-3.0
KVY,Toro Rosso,0 days 00:01:11.253114285,278.0,1.0,2.0,18.12857142857143,Toro Rosso,16.0,17.0,+1 Lap,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,-1.0
LEC,Ferrari,0 days 00:01:09.359802816,287.0,1.0,2.0,21.746478873239436,Ferrari,1.0,2.0,Finished,18.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,0,1,-1.0
MAG,Haas F1 Team,0 days 00:01:11.879608695,275.0,3.0,4.0,21.565217391304348,Haas F1 Team,10.0,19.0,+2 Laps,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,-9.0
NOR,McLaren,0 days 00:01:10.332700,282.0,1.0,2.0,20.5,McLaren,5.0,6.0,+1 Lap,8.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,1,-1.0
PER,Racing Point,0 days 00:01:10.653214285,283.0,1.0,2.0,18.7,Racing Point,13.0,11.0,+1 Lap,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,2.0
RAI,Alfa Romeo Racing,0 days 00:01:10.604471428,280.0,1.0,2.0,21.042857142857144,Alfa Romeo Racing,6.0,9.0,+1 Lap,2.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,1,-3.0
RIC,Renault,0 days 00:01:10.669800,285.0,1.0,2.0,19.728571428571428,Renault,12.0,12.0,+1 Lap,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,0.0
RUS,Williams,0 days 00:01:11.562782608,281.0,1.0,2.0,18.565217391304348,Williams,0.0,18.0,+2 Laps,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,-18.0
SAI,McLaren,0 days 00:01:10.574342857,287.0,1.0,2.0,18.514285714285716,McLaren,19.0,8.0,+1 Lap,4.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,1,11.0
STR,Racing Point,0 days 00:01:10.807728571,282.0,1.0,2.0,19.428571428571427,Racing Point,14.0,14.0,+1 Lap,0.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,1,0,0.0
VER,Red Bull Racing,0 days 00:01:09.321436619,288.0,1.0,2.0,19.845070422535212,Red Bull Racing,2.0,1.0,Finished,26.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,0,1,1.0
VET,Ferrari,0 days 00:01:09.597633802,290.0,2.0,3.0,13.52112676056338,Ferrari,9.0,4.0,Finished,12.0,34.44406779661016,50.74406779661018,17.965254237288136,0.0,1.225423728813559,2019,Austrian Grand Prix,0,1,5.0
ALB,Toro Rosso,0 days 00:01:35.078250,251.0,1.0,2.0,18.0,Toro Rosso,9.0,12.0,Finished,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,0,-3.0
BOT,Mercedes,0 days 00:01:34.103461538,254.0,2.0,3.0,13.461538461538462,Mercedes,1.0,2.0,Finished,18.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,-1.0
GAS,Red Bull Racing,0 days 00:01:34.291230769,252.0,1.0,2.0,18.423076923076923,Red Bull Racing,5.0,4.0,Finished,12.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,1.0
GIO,Alfa Romeo Racing,0 days 00:01:33.932611111,246.0,0.0,1.0,9.5,Alfa Romeo Racing,11.0,18.0,Spun off,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,1,0,-7.0
GRO,Haas F1 Team,0 days 00:01:43.075666666,240.0,2.0,2.0,4.111111111111111,Haas F1 Team,14.0,19.0,Collision,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,1,0,-5.0
HAM,Mercedes,0 days 00:01:32.133784313,254.0,1.0,2.0,16.019607843137255,Mercedes,2.0,1.0,Finished,26.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,1.0
HUL,Renault,0 days 00:01:35.022788461,252.0,1.0,2.0,18.25,Renault,10.0,10.0,Finished,1.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,0.0
KUB,Williams,0 days 00:01:35.973294117,249.0,1.0,2.0,13.843137254901961,Williams,20.0,15.0,+1 Lap,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,1,0,5.0
KVY,Toro Rosso,0 days 00:01:34.907153846,252.0,2.0,3.0,11.903846153846153,Toro Rosso,17.0,9.0,Finished,2.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,8.0
LEC,Ferrari,0 days 00:01:34.203250,257.0,2.0,3.0,13.192307692307692,Ferrari,3.0,3.0,Finished,15.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,0.0
MAG,Haas F1 Team,0 days 00:01:52.916333333,241.0,2.0,2.0,2.6666666666666665,Haas F1 Team,16.0,20.0,Collision,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,1,0,-4.0
NOR,McLaren,0 days 00:01:35.052557692,254.0,2.0,3.0,10.307692307692308,McLaren,8.0,11.0,Finished,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,0,-3.0
PER,Racing Point,0 days 00:01:36.172058823,251.0,3.0,4.0,9.313725490196079,Racing Point,15.0,17.0,+1 Lap,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,1,0,-2.0
RAI,Alfa Romeo Racing,0 days 00:01:34.884461538,251.0,1.0,2.0,15.057692307692308,Alfa Romeo Racing,12.0,8.0,Finished,4.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,4.0
RIC,Renault,0 days 00:01:34.670250,256.0,2.0,3.0,13.038461538461538,Renault,7.0,7.0,Finished,6.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,0.0
RUS,Williams,0 days 00:01:35.761921568,249.0,1.0,2.0,13.647058823529411,Williams,19.0,14.0,+1 Lap,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,1,0,5.0
SAI,McLaren,0 days 00:01:34.655596153,252.0,1.0,2.0,14.192307692307692,McLaren,13.0,6.0,Finished,8.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,7.0
STR,Racing Point,0 days 00:01:35.183423076,254.0,2.0,3.0,10.25,Racing Point,18.0,13.0,Finished,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,0,5.0
VER,Red Bull Racing,0 days 00:01:34.382884615,253.0,2.0,3.0,13.692307692307692,Red Bull Racing,4.0,5.0,Finished,10.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,0,1,-1.0
VET,Ferrari,0 days 00:01:35.782607843,252.0,2.0,3.0,10.431372549019608,Ferrari,6.0,16.0,+1 Lap,0.0,18.905084745762718,30.32203389830509,62.135593220338976,0.0,2.011864406779661,2019,British Grand Prix,1,0,-10.0
ALB,Toro Rosso,0 days 00:01:38.145734375,268.0,4.0,5.0,10.484375,Toro Rosso,16.0,6.0,Finished,8.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,10.0
BOT,Mercedes,0 days 00:01:38.902267857,268.0,4.0,5.0,9.196428571428571,Mercedes,3.0,15.0,Accident,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,1,0,-12.0
GAS,Red Bull Racing,0 days 00:01:39.142180327,271.0,4.0,5.0,10.245901639344263,Red Bull Racing,4.0,14.0,Collision,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,1,0,-10.0
GIO,Alfa Romeo Racing,0 days 00:01:38.205062500,267.0,4.0,5.0,9.8125,Alfa Romeo Racing,11.0,13.0,Finished,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,0,-2.0
GRO,Haas F1 Team,0 days 00:01:37.403873015,264.0,5.0,6.0,10.666666666666666,Haas F1 Team,6.0,7.0,Finished,6.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,-1.0
HAM,Mercedes,0 days 00:01:36.142096774,268.0,5.0,6.0,10.419354838709678,Mercedes,1.0,9.0,Finished,2.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,-8.0
HUL,Renault,0 days 00:01:41.270076923,254.0,3.0,4.0,6.256410256410256,Renault,9.0,16.0,Accident,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,1,0,-7.0
KUB,Williams,0 days 00:01:38.379093750,264.0,5.0,6.0,6.796875,Williams,18.0,10.0,Finished,1.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,8.0
KVY,Toro Rosso,0 days 00:01:38.118437500,264.0,4.0,5.0,9.640625,Toro Rosso,14.0,3.0,Finished,15.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,11.0
LEC,Ferrari,0 days 00:01:36.379814814,255.0,3.0,3.0,6.0,Ferrari,10.0,17.0,Accident,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,1,0,-7.0
MAG,Haas F1 Team,0 days 00:01:38.281875,265.0,6.0,7.0,6.609375,Haas F1 Team,12.0,8.0,Finished,4.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,4.0
NOR,McLaren,0 days 00:01:39.179600,253.0,2.0,2.0,8.44,McLaren,19.0,18.0,Power loss,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,1,0,1.0
PER,Racing Point,0 days 00:01:52.843000,242.0,0.0,1.0,1.0,Racing Point,8.0,20.0,Spun off,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,1,0,-12.0
RAI,Alfa Romeo Racing,0 days 00:01:38.179515625,267.0,4.0,5.0,10.609375,Alfa Romeo Racing,5.0,12.0,Finished,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,0,-7.0
RIC,Renault,0 days 00:01:42.482615384,248.0,1.0,2.0,4.6923076923076925,Renault,13.0,19.0,Exhaust,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,1,0,-6.0
RUS,Williams,0 days 00:01:38.401234375,264.0,5.0,6.0,7.171875,Williams,17.0,11.0,Finished,0.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,0,6.0
SAI,McLaren,0 days 00:01:38.138406250,271.0,3.0,4.0,11.265625,McLaren,7.0,5.0,Finished,10.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,2.0
STR,Racing Point,0 days 00:01:37.277476190,266.0,5.0,6.0,8.11111111111111,Racing Point,15.0,4.0,Finished,12.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,11.0
VER,Red Bull Racing,0 days 00:01:37.988671875,266.0,5.0,6.0,8.453125,Red Bull Racing,2.0,1.0,Finished,26.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,1.0
VET,Ferrari,0 days 00:01:38.103250,272.0,5.0,6.0,8.03125,Ferrari,20.0,2.0,Finished,18.0,21.503401360544217,26.441496598639453,87.83061224489796,0.9659863945578231,1.006122448979592,2019,German Grand Prix,0,1,18.0
ALB,Toro Rosso,0 days 00:01:23.627869565,256.0,1.0,2.0,18.36231884057971,Toro Rosso,12.0,10.0,+1 Lap,1.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,1,2.0
BOT,Mercedes,0 days 00:01:23.129333333,261.0,2.0,3.0,16.91304347826087,Mercedes,2.0,8.0,+1 Lap,4.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,1,-6.0
GAS,Red Bull Racing,0 days 00:01:23.079913043,259.0,1.0,2.0,19.579710144927535,Red Bull Racing,6.0,6.0,+1 Lap,8.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,1,0.0
GIO,Alfa Romeo Racing,0 days 00:01:24.950882352,256.0,1.0,2.0,22.808823529411764,Alfa Romeo Racing,17.0,18.0,+2 Laps,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,-1.0
GRO,Haas F1 Team,0 days 00:01:25.038183673,249.0,2.0,2.0,14.53061224489796,Haas F1 Team,9.0,20.0,Water pressure,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,-11.0
HAM,Mercedes,0 days 00:01:21.482800,262.0,2.0,3.0,14.157142857142857,Mercedes,3.0,1.0,Finished,25.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,0,1,2.0
HUL,Renault,0 days 00:01:23.797130434,255.0,1.0,2.0,17.782608695652176,Renault,11.0,12.0,+1 Lap,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,-1.0
KUB,Williams,0 days 00:01:25.284686567,250.0,1.0,2.0,20.83582089552239,Williams,19.0,19.0,+3 Laps,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,0.0
KVY,Toro Rosso,0 days 00:01:23.955647058,255.0,1.0,2.0,19.985294117647058,Toro Rosso,13.0,15.0,+2 Laps,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,-2.0
LEC,Ferrari,0 days 00:01:22.414942857,260.0,1.0,2.0,20.071428571428573,Ferrari,4.0,4.0,Finished,12.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,0,1,0.0
MAG,Haas F1 Team,0 days 00:01:23.808101449,255.0,1.0,2.0,17.92753623188406,Haas F1 Team,14.0,13.0,+1 Lap,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,1.0
NOR,McLaren,0 days 00:01:23.205608695,260.0,1.0,2.0,19.579710144927535,McLaren,7.0,9.0,+1 Lap,2.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,1,-2.0
PER,Racing Point,0 days 00:01:23.787913043,254.0,1.0,2.0,21.695652173913043,Racing Point,16.0,11.0,+1 Lap,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,5.0
RAI,Alfa Romeo Racing,0 days 00:01:23.118666666,256.0,1.0,2.0,19.44927536231884,Alfa Romeo Racing,10.0,7.0,+1 Lap,6.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,1,3.0
RIC,Renault,0 days 00:01:23.811492753,260.0,1.0,2.0,19.666666666666668,Renault,20.0,14.0,+1 Lap,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,6.0
RUS,Williams,0 days 00:01:24.760308823,254.0,1.0,2.0,22.264705882352942,Williams,15.0,16.0,+2 Laps,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,-1.0
SAI,McLaren,0 days 00:01:23.059724637,257.0,1.0,2.0,19.44927536231884,McLaren,8.0,5.0,+1 Lap,10.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,1,3.0
STR,Racing Point,0 days 00:01:24.815750,258.0,2.0,3.0,13.264705882352942,Racing Point,18.0,17.0,+2 Laps,0.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,1,0,1.0
VER,Red Bull Racing,0 days 00:01:21.737028571,257.0,2.0,3.0,18.82857142857143,Red Bull Racing,1.0,2.0,Finished,19.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,0,1,-1.0
VET,Ferrari,0 days 00:01:22.360414285,266.0,1.0,2.0,19.9,Ferrari,5.0,3.0,Finished,15.0,25.66,44.096923076923076,33.893076923076926,0.0,1.1938461538461538,2019,Hungarian Grand Prix,0,1,2.0
ALB,Red Bull Racing,0 days 00:01:51.851512195,225.0,1.0,2.0,12.146341463414634,Red Bull Racing,17.0,5.0,Finished,10.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,12.0
BOT,Mercedes,0 days 00:01:49.907756097,223.0,1.0,2.0,14.585365853658537,Mercedes,4.0,3.0,Finished,15.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,1.0
GAS,Toro Rosso,0 days 00:01:52.449097560,223.0,1.0,2.0,14.097560975609756,Toro Rosso,13.0,9.0,Finished,2.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,4.0
GIO,Alfa Romeo Racing,0 days 00:01:52.332333333,224.0,1.0,2.0,13.256410256410257,Alfa Romeo Racing,18.0,18.0,Accident,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,0.0
GRO,Haas F1 Team,0 days 00:01:52.774350,223.0,1.0,2.0,12.625,Haas F1 Team,9.0,13.0,+1 Lap,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,-4.0
HAM,Mercedes,0 days 00:01:49.605292682,227.0,1.0,2.0,14.439024390243903,Mercedes,3.0,2.0,Finished,18.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,1.0
HUL,Renault,0 days 00:01:52.488878048,226.0,2.0,3.0,9.951219512195122,Renault,12.0,8.0,Finished,4.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,4.0
KUB,Williams,0 days 00:01:53.919450,221.0,1.0,2.0,14.125,Williams,0.0,17.0,+1 Lap,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,-17.0
KVY,Toro Rosso,0 days 00:01:52.022121951,224.0,1.0,2.0,12.21951219512195,Toro Rosso,19.0,7.0,Finished,6.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,12.0
LEC,Ferrari,0 days 00:01:49.529121951,225.0,1.0,2.0,13.463414634146341,Ferrari,1.0,1.0,Finished,25.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,0.0
MAG,Haas F1 Team,0 days 00:01:52.637325,224.0,1.0,2.0,13.825,Haas F1 Team,8.0,12.0,+1 Lap,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,-4.0
NOR,McLaren,0 days 00:01:51.284450,223.0,1.0,2.0,12.025,McLaren,11.0,11.0,Engine,0.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,1,0,0.0
PER,Racing Point,0 days 00:01:51.820780487,222.0,1.0,2.0,14.195121951219512,Racing Point,7.0,6.0,Finished,8.0,17.4,28.119166666666665,57.03,0.0,2.0358333333333336,2019,Belgian Grand Prix,0,1,1.0
